title,link,score
"Midjourney Medical","https://www.midjourney.com/medical/blogpost",1362
"Lore – Open source version control system designed for scalability","https://lore.org/",1269
"I found 10k GitHub repositories distributing Trojan malware","https://orchidfiles.com/github-repositories-distributing-malware/",973
"Hyundai buys Boston Dynamics","https://startupfortune.com/hyundai-takes-full-control-of-boston-dynamics-as-softbank-exits-for-325-million/",961
"GLM-5.2 is the new leading open weights model on Artificial Analysis","https://artificialanalysis.ai/articles/glm-5-2-is-the-new-leading-open-weights-model-on-the-artificial-analysis-intelligence-index",909
"Norway imposes near ban on AI in elementary school","https://www.reuters.com/technology/norway-imposes-near-ban-ai-elementary-school-2026-06-19/",809
"Microsoft new Outlook takes 10 seconds to do what Outlook Classic does instantly","https://www.windowslatest.com/2026/06/15/microsofts-new-outlook-takes-10-seconds-to-do-what-outlook-classic-does-instantly-on-windows/",751
"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","https://www.jvm-weekly.com/p/project-valhalla-explained-how-a",651
".gitignore Isn't the only way to ignore files in Git","https://nelson.cloud/.gitignore-isnt-the-only-way-to-ignore-files-in-git/",592
"GPT-5.5 hallucinates 3x more than MIT-licensed GLM-5.2","https://arrowtsx.dev/bigger-models/",564
"CSSQuake","https://cssquake.com/",536
"There are no instances in ATProto","https://overreacted.io/there-are-no-instances-in-atproto/",534
"Loupe – A iOS app that raises awareness about what native apps can see","https://github.com/mysk-research/loupe",529
"Court Records Should Be Free","https://www.eff.org/deeplinks/2026/06/court-records-should-be-free",527
"How many of the 170k English words do you know?","https://vocabowl-870366514258.us-west1.run.app/",495
"Beyond All Reason (Free Total Annihilation Inspired RTS)","https://www.beyondallreason.info",482
"Where to Find the Colors Your Screen Can't Show You","https://moultano.wordpress.com/2026/06/19/where-to-find-the-colors-your-screen-cant-show-you/",477
"Bobby Prince, composer for Doom, Wolfenstein 3D, and Duke Nukem 3D, has died","https://www.legacy.com/legacy/robert-bobby-prince-lll",467
"CS 6120: Advanced Compilers: The Self-Guided Online Course (2020)","https://www.cs.cornell.edu/courses/cs6120/2025fa/self-guided/",450
"The AirPods Effect","https://www.theescapenewsletter.com/p/the-airpods-effect",443
"The brain was not designed for this much bad news","https://www.sciencedaily.com/releases/2026/06/260614012006.htm",422
"Google Hits 50% IPv6","https://blog.apnic.net/2026/04/28/google-hits-50-ipv6/",403
"The Wholesale Plagiarism of Obscure Sorrows","https://waxy.org/2026/06/the-wholesale-plagiarism-of-obscure-sorrows/",403
"Only 16 Percent of Americans Think AI Will Have a Positive Impact on Society","https://techcrunch.com/2026/06/17/only-16-percent-of-americans-think-ai-will-have-a-positive-impact-on-society-a-new-study-shows/",399
"Slow breathing modulates brain function and risk behavior","https://www.cell.com/neuron/fulltext/S0896-6273(26)00339-9",391
"Developers don't understand CORS (2019)","https://fosterelli.co/developers-dont-understand-cors",379
"Renting a sewing machine from the library","https://www.bbc.com/future/article/20260618-the-weird-and-wonderful-libraries-of-finland",339
"Can you see three trees?","https://www.not-ship.com/can-you-see-three-trees/",320
"Windows 11 New Media Player Uses 3.5x More RAM, Charges for Popular Video Codecs","https://www.extremetech.com/computing/windows-11s-new-media-player-uses-35x-more-ram-charges-for-popular-video",316
"I Stored a Website in a Favicon","https://www.timwehrle.de/blog/i-stored-a-website-in-a-favicon/",310
"Tell HN: Happy Fathers Day","item?id=48620502",305
"SMPTE Makes Its Standards Freely Accessible","https://www.smpte.org/blog/smpte-makes-its-standards-freely-accessible-openingstandards-library-to-the-global-media-technology-community",290
"Linux eliminates the strncpy API after six years of work, 360 patches","https://www.phoronix.com/news/Linux-7.2-Drops-strncpy",288
"DOS Game "F-15 Strike Eagle II" reversing project needs DOS test pilots","https://neuviemeporte.github.io/f15-se2/2026/06/20/needyou.html",278
"Danish privacy activist Lars Andersen raided by police","https://twitter.com/LarsAnders1620/status/2068208864747540516#m",275
"W Social, public institutions and the theater of European digital sovereignty","https://blog.elenarossini.com/w-social-public-institutions-and-the-theater-of-european-digital-sovereignty/",266
"Show HN: TownSquare, a tiny presence layer for websites","https://townsquare.cauenapier.com/",259
"Think of the children: How to force real ID for all internet traffic (2023)","https://nochan.net/b/Internet-Crap/20230829-Think-Of-The-Children/",257
"Epoll vs. io_uring in Linux","https://sibexi.co/posts/epoll-vs-io_uring/",253
"Temporary Cloudflare accounts for AI agents","https://blog.cloudflare.com/temporary-accounts/",243
"15-minute at-home Lyme disease tick test","https://www.bostonglobe.com/2026/06/17/business/lyme-disease-tick-test/",242
"HPV vaccine cuts risk of dying from cervical cancer before 30","https://www.theguardian.com/society/2026/jun/17/hpv-jabs-reduce-risk-dying-cervical-cancer-before-30-zero-study-finds",238
"Show HN: Gerrymandle - Daily puzzle game where you redraw electoral districts","https://gerrymandle.cc/",235
"How Madrid built its metro cheaply (2024)","https://worksinprogress.co/issue/how-madrid-built-its-metro-cheaply/",230
"Show HN: StartupWiki – A Free Alternative to Crunchbase","https://startupwiki.tech/",225
"UHF X11: X11 Built for VisionOS and Apple Vision Pro","https://www.lispm.net/apps/uhf-x11/",224
"Running MicroVMs in Proxmox VE, the Easy Way","https://taoofmac.com/space/blog/2026/06/18/1845",219
"Launch HN: Adam (YC W25) – Open-Source AI CAD","https://github.com/Adam-CAD/CADAM",212
"LLMs Are Complicated Now","https://ianbarber.blog/2026/06/19/llms-are-complicated-now/",206
"How Alberta Eradicated Rats","https://worksinprogress.co/issue/albertas-war-on-rats/",206
"FDA advisors unanimously vote to approve Moderna's mRNA after agency drama","https://arstechnica.com/health/2026/06/fda-advisors-unanimously-vote-to-approve-modernas-mrna-after-agency-drama/",196
"The ability to regrow body parts is dormant in mammals, not lost","https://www.sciencedaily.com/releases/2026/06/260617032207.htm",195
"Unauthorized alert sent to cell phones across Brazil","https://www.cnn.com/2026/06/20/americas/brazil-hackers-unauthorized-alert-latam",193
"Building reliable agentic AI systems","https://martinfowler.com/articles/reliable-llm-bayer.html",192
"(How to Write a (Lisp) Interpreter (In Python)) (2010)","https://norvig.com/lispy.html",186
"The 100k whys of AI","https://lcamtuf.substack.com/p/the-100000-whys-of-ai",186
"Big Banana Car","https://bigbananacar.com/",178
"I hate compilers","https://xeiaso.net/notes/2026/anubis-wasm-vendor-binary/",176
"Ubisoft co-founder Claude Guillemot has died in a plane crash","https://www.reuters.com/world/ubisofts-co-founder-claude-guillemot-dies-plane-crash-2026-06-20/",175
"AMD will reinstate memory encryption on Ryzen 9000 CPUs via BIOS update in July","https://www.tomshardware.com/pc-components/cpus/amd-will-reinstate-memory-encryption-on-ryzen-9000-cpus-through-a-bios-update-in-july-tsme-is-coming-back-after-valuable-community-feedback",169
