title,link,score
"I'd rather read the prompt","https://claytonwramsey.com/blog/prompt/",1437
"Plain Vanilla Web","https://plainvanillaweb.com/index.html",1398
"From: Steve Jobs. "Great idea, thank you."","https://blog.hayman.net/2025/05/06/from-steve-jobs-great-idea.html",1181
"The curse of knowing how, or; fixing everything","https://notashelf.dev/posts/curse-of-knowing",1177
"Show HN: Clippy – 90s UI for local LLMs","https://felixrieseberg.github.io/clippy/",1119
"Void: Open-source Cursor alternative","https://github.com/voideditor/void",922
"Ty: A fast Python type checker and language server","https://github.com/astral-sh/ty",899
"Design for 3D-Printing","https://blog.rahix.de/design-for-3d-printing/",834
"Zed: High-performance AI Code Editor","https://zed.dev/blog/fastest-ai-code-editor",736
"Gemini 2.5 Pro Preview","https://developers.googleblog.com/en/gemini-2-5-pro-io-improved-coding-performance/",702
"The Death of Daydreaming","https://www.afterbabel.com/p/on-the-death-of-daydreaming",700
"OpenAI reaches agreement to buy Windsurf for $3B","https://www.bloomberg.com/news/articles/2025-05-06/openai-reaches-agreement-to-buy-startup-windsurf-for-3-billion",662
"My new deadline: 20 years to give away virtually all my wealth","https://www.gatesnotes.com/home/home-page-topic/reader/n20-years-to-give-away-virtually-all-my-wealth",662
"Claude's system prompt is over 24k tokens with tools","https://github.com/asgeirtj/system_prompts_leaks/blob/main/claude.txt",626
"ALICE detects the conversion of lead into gold at the LHC","https://www.home.cern/news/news/physics/alice-detects-conversion-lead-gold-lhc",625
"CLion Is Now Free for Non-Commercial Use","https://blog.jetbrains.com/clion/2025/05/clion-is-now-free-for-non-commercial-use/",620
"Matt Godbolt sold me on Rust by showing me C++","https://www.collabora.com/news-and-blog/blog/2025/05/06/matt-godbolt-sold-me-on-rust-by-showing-me-c-plus-plus/",610
"A critical look at MCP","https://raz.sh/blog/2025-05-02_a_critical_look_at_mcp",605
"Evolving OpenAI's Structure","https://openai.com/index/evolving-our-structure/",600
"First American pope elected and will be known as Pope Leo XIV","https://www.cnn.com/world/live-news/new-pope-conclave-day-two-05-08-25",598
"LegoGPT: Generating Physically Stable and Buildable Lego","https://avalovelace1.github.io/LegoGPT/",582
"Waiting for Postgres 18: Accelerating Disk Reads with Asynchronous I/O","https://pganalyze.com/blog/postgres-18-async-io",571
"Business books are entertainment, not strategic tools","https://theorthagonist.substack.com/p/why-reading-business-books-is-a-waste",569
"NSF faces shake-up as officials abolish its 37 divisions","https://www.science.org/content/article/exclusive-nsf-faces-radical-shake-officials-abolish-its-37-divisions",560
"Vision Now Available in Llama.cpp","https://github.com/ggml-org/llama.cpp/blob/master/docs/multimodal.md",537
"Unity’s Open-Source Double Standard: the ban of VLC","https://mfkl.github.io/2024/01/10/unity-double-oss-standards.html",537
"Leaving Google","https://www.airs.com/blog/archives/670",534
"Reservoir Sampling","https://samwho.dev/reservoir-sampling/",523
"Ask HN: What are good high-information density UIs (screenshots, apps, sites)?","item?id=43925732",518
"Show HN: Real-time AI Voice Chat at ~500ms Latency","https://github.com/KoljaB/RealtimeVoiceChat",518
"The Barbican","https://arslan.io/2025/05/12/barbican-estate/",511
"One-Click RCE in Asus's Preinstalled Driver Software","https://mrbruh.com/asusdriverhub/",507
"Mistral ships Le Chat – enterprise AI assistant that can run on prem","https://mistral.ai/news/le-chat-enterprise",504
"A simple 16x16 dot animation from simple math rules","https://tixy.land",498
"I hacked a dating app (and how not to treat a security researcher)","https://alexschapiro.com/blog/security/vulnerability/2025/04/21/startups-need-to-take-security-seriously",497
"India launches attack on 9 sites in Pakistan and Pakistani Jammu and Kashmir","https://www.reuters.com/world/india/india-launches-attack-9-sites-pakistan-pakistan-occupied-jammu-kashmir-2025-05-06/",487
"Curl: We still have not seen a valid security report done with AI help","https://www.linkedin.com/posts/danielstenberg_hackerone-curl-activity-7324820893862363136-glb1",453
"VVVVVV Source Code","https://github.com/TerryCavanagh/VVVVVV",444
"Car companies are in a billion-dollar software war","https://insideevs.com/features/759153/car-companies-software-companies/",443
"Observations from people-watching","https://skincontact.substack.com/p/21-observations-from-people-watching",441
"So Much Blood","https://dynomight.net/blood/",438
