title,link,score
"Redis is open source again","https://antirez.com/news/151",1851
"Widespread power outage in Spain and Portugal","https://www.bbc.com/news/live/c9wpq8xrvd9t",1548
"Someone at YouTube needs glasses","https://jayd.ml/2025/04/30/someone-at-youtube-needs-glasses.html",1388
"Apple violated antitrust ruling, judge finds","https://www.wsj.com/tech/apple-violated-antitrust-ruling-federal-judge-finds-66b85957",1147
"I use zip bombs to protect my server","https://idiallo.com/blog/zipbomb-protection",1050
"Judge rules Apple executive lied under oath, makes criminal contempt referral","https://www.thebignewsletter.com/p/judge-rules-apple-executive-lied",1005
"Watching o3 guess a photo's location is surreal, dystopian and entertaining","https://simonwillison.net/2025/Apr/26/o3-photo-locations/",981
"Show HN: I built a hardware processor that runs Python","https://www.runpyxl.com/gpio",980
"Internet in a Box","https://internet-in-a-box.org/",890
"Qwen3: Think deeper, act faster","https://qwenlm.github.io/blog/qwen3/",859
"LibreLingo – FOSS Alternative to Duolingo","https://librelingo.app",794
"Firefox tab groups are here","https://blog.mozilla.org/en/firefox/tab-groups-community/",790
"An end to all this prostate trouble?","https://yarchive.net/blog/prostate/",790
"Office is too slow, so Microsoft is making it load at Windows startup","https://www.pcworld.com/article/2651749/office-is-too-slow-so-microsoft-is-making-it-load-at-windows-startup.html",786
"Finland Bans Smartphones in Schools","https://yle.fi/a/74-20158886",774
"Migrating away from Rust","https://deadmoney.gg/news/articles/migrating-away-from-rust",723
"Claude Integrations","https://www.anthropic.com/news/integrations",716
"Port of Los Angeles says shipping volume will plummet 35% next week","https://www.cnbc.com/2025/04/29/port-of-los-angeles-sees-shipping-volume-down-35percent-next-week-as-tariffs-bite.html",714
"I created Perfect Wiki and reached $250k in annual revenue without investors","https://habr.com/en/articles/905812/",709
"Try Switching to Kagi","https://daringfireball.net/2025/04/try_switching_to_kagi",709
"Only Teslas exempt from new auto tariffs thanks to 85% domestic content rule","https://fuelarc.com/cars/only-tesla-exempt-from-new-auto-tariffs-thanks-to-85-domestic-content-rule/",633
"All four major web browsers are about to lose 80% of their funding","https://danfabulich.medium.com/all-four-major-web-browsers-are-about-to-lose-80-of-their-funding-0e42ceb358f1",626
"Starting July 1, academic publishers can't paywall NIH-funded research","https://www.nih.gov/about-nih/who-we-are/nih-director/statements/accelerating-access-research-results-new-implementation-date-2024-nih-public-access-policy",619
"Jepsen: Amazon RDS for PostgreSQL 17.4","https://jepsen.io/analyses/amazon-rds-for-postgresql-17.4",600
"Show HN: My self-written hobby OS is finally running on my vintage IBM ThinkPad","https://github.com/joexbayer/RetrOS-32",572
"How to live an intellectually rich life","https://utsavmamoria.substack.com/p/how-to-live-an-intellectually-rich",563
"Accountability Sinks","https://250bpm.substack.com/p/accountability-sinks",554
"Sycophancy in GPT-4o","https://openai.com/index/sycophancy-in-gpt-4o/",551
"Chain of Recursive Thoughts: Make AI think harder by making it argue with itself","https://github.com/PhialsBasement/Chain-of-Recursive-Thoughts",534
"The Friendship Recession: The lost art of connecting","https://www.happiness.hks.harvard.edu/february-2025-issue/the-friendship-recession-the-lost-art-of-connecting",533
"Retailers will soon have only about 7 weeks of full inventories left","https://fortune.com/article/retailers-weeks-of-inventory-left-trump-china-trade-war/",524
"Cloth","https://www.cloudofoz.com/verlet-test/",517
"Why did Windows 7 log on slower for months if you had a solid color background?","https://devblogs.microsoft.com/oldnewthing/20250428-00/?p=111121",504
"How a single line of code could brick your iPhone","https://rambo.codes/posts/2025-04-24-how-a-single-line-of-code-could-brick-your-iphone",501
"A faster way to copy SQLite databases between computers","https://alexwlchan.net/2025/copying-sqlite-databases/",494
"Show HN: I built a synthesizer based on 3D physics","https://anukari.com",483
"Xiaomi MiMo Reasoning Model","https://github.com/XiaomiMiMo/MiMo",476
"108B Pixel Scan of Johannes Vermeer's Girl with a Pearl Earring","https://www.hirox-europe.com/gigapixel/girl-with-a-pearl-earring/",472
"Show HN: Free, in-browser PDF editor","https://breezepdf.com",470
"How the US defense secretary circumvents official DoD communications equipment","https://www.electrospaces.net/2025/04/how-us-defense-secretary-hegseth.html",464
"Show HN: I made a web-based, free alternative to Screen Studio","https://www.screenrecorder.me",461
"You Wouldn't Download a Hacker News","https://www.jasonthorsness.com/25",455
"Apple App Store guidelines remove ban on encouraging external payments in US","https://developer.apple.com/app-store/review/guidelines/",454
"O3 beats a master-level GeoGuessr player, even with fake EXIF data","https://sampatt.com/blog/2025-04-28-can-o3-beat-a-geoguessr-master",448
"Third party cookies must be removed","https://w3ctag.github.io/web-without-3p-cookies/",445
"Show HN: Beatsync – perfect audio sync across multiple devices","https://github.com/freeman-jiang/beatsync",435
"Indian court orders blocking of Proton Mail","https://techcrunch.com/2025/04/29/indian-court-orders-blocking-of-proton-mail/",417
"Ask HN: What are you working on? (April 2025)","item?id=43815523",405
"The language brain matters more for programming than the math brain? (2020)","https://massivesci.com/articles/programming-math-language-python-women-in-science/",402
"International Workers' Day","https://en.wikipedia.org/wiki/International_Workers%27_Day",398
"Old Soviet Venus descent craft nearing Earth reentry","https://www.leonarddavid.com/old-soviet-venus-descent-craft-nearing-earth-reentry/",397
"The One-Person Framework in Practice","https://link.mail.beehiiv.com/ss/c/u001.5SRwDQ9qxPQW8vmD5Do73b3R4eTCi2vXqPyztEk6wMFC9_fqEAcDVx6xEJ96T4BSMXrPS7z5exEBSTF4pF48z8SqJkJnkAwMUW9LtYdd8lWmvkDinT92nsk5HmXOHdWgLsysm9FMGrqmu7dnG57cXpga8ZOe8X0IV8pyeC3AswdRMaitfT307y7naP-_6W5CiolKhXCKrEndMGCW2PftFUu9ieYOxpVJ_fhu82gAh-4/4g1/wA_MG-I5SVCyR3KY66oEaQ/h30/h001.kLDFZMgisudi21zmTPbd_O8U7X98d4UxYqZjQTb_D7o",394
"DeepSeek-Prover-V2","https://github.com/deepseek-ai/DeepSeek-Prover-V2",393
"“Fewer Users” Warning Hurting Specialized and New Apps","https://support.google.com/googleplay/android-developer/thread/330114530/fewer-users-warning-hurting-specialized-and-new-apps-need-answers?hl=en",390
"Waymo and Toyota outline partnership to advance autonomous driving deployment","https://waymo.com/blog/2025/04/waymo-and-toyota-outline-strategic-partnership",390
"Mercury: Commercial-scale diffusion language model","https://www.inceptionlabs.ai/introducing-mercury",384
"Suno v4.5","https://suno.com/explore/",382
"Buffett to step down following six-decade run atop Berkshire","https://www.bloomberg.com/news/articles/2025-05-03/warren-buffett-to-step-down-from-berkshire-hathaway-at-year-end",376
"We identified a North Korean hacker who tried to get a job","https://blog.kraken.com/news/how-we-identified-a-north-korean-hacker",376
"New Study: Waymo is reducing serious crashes and making streets safer","https://waymo.com/blog/2025/05/waymo-making-streets-safer-for-vru",373
"Irish privacy watchdog hits TikTok with €530M fine over data transfers to China","https://apnews.com/article/tiktok-ireland-european-union-data-privacy-regulation-d386ec74becc716905d7f686d6a448e2",357
"Google Play sees 47% decline in apps since start of last year","https://techcrunch.com/2025/04/29/google-play-sees-47-decline-in-apps-since-start-of-last-year/",353
"The side hustle from hell","https://blog.jacobstechtavern.com/p/the-side-hustle-from-hell",348
"We fell out of love with Next.js and back in love with Ruby on Rails","https://hardcover.app/blog/part-1-how-we-fell-out-of-love-with-next-js-and-back-in-love-with-ruby-on-rails-inertia-js",347
"Business co-founders in tech startups are less valuable than they think","https://verdikapuku.com/posts/business-founders-are-less-valuable-than-they-think/",345
"Anubis saved our websites from a DDoS attack","https://fabulous.systems/posts/2025/05/anubis-saved-our-websites-from-a-ddos-attack/",342
"Generative AI is not replacing jobs or hurting wages at all, say economists","https://www.theregister.com/2025/04/29/generative_ai_no_effect_jobs_wages/",342
"One Million Chessboards","https://onemillionchessboards.com/#199,276",335
"Australian who ordered radioactive materials walks away from court","https://www.chemistryworld.com/news/australian-who-ordered-radioactive-materials-over-the-internet-walks-away-from-court/4021306.article",334
""AI-first" is the new Return To Office","https://www.anildash.com//2025/04/19/ai-first-is-the-new-return-to-office/",332
"CSS Zen Garden","https://csszengarden.com/",329
"Pwning the Ladybird Browser","https://jessie.cafe/posts/pwning-ladybirds-libjs/",326
"NotebookLM Audio Overviews are now available in over 50 languages","https://blog.google/technology/google-labs/notebooklm-audio-overviews-50-languages/",325
"The 12-bit rainbow palette","https://iamkate.com/data/12-bit-rainbow/",325
